log_id,service_name,severity,event_type,message,created_at,is_incident,incident_type,incident_summary,alert_level,escalation_required,escalation_channel,escalation_status
LOG-93291,Customer API,Critical,System Check,Database connection timeout,2026-05-27 03:25 PM,True,Database/Infrastructure Risk,"Critical incident detected on Customer API. Log message: Database connection timeout. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-66859,Notification Service,Critical,Pipeline,Pipeline deployment succeeded,2026-05-27 03:25 PM,True,Pipeline Failure,"Critical incident detected on Notification Service. Log message: Pipeline deployment succeeded. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-42140,Dashboard Service,Critical,Pipeline,Pipeline failed at testing stage,2026-05-27 03:25 PM,True,Pipeline Failure,"Critical incident detected on Dashboard Service. Log message: Pipeline failed at testing stage. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-27735,Customer API,Critical,Pipeline,Pipeline failed at testing stage,2026-05-27 03:25 PM,True,Pipeline Failure,"Critical incident detected on Customer API. Log message: Pipeline failed at testing stage. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-66883,KYC Service,Warning,System Check,Service unavailable,2026-05-27 03:25 PM,True,Operational Risk,"Warning incident detected on KYC Service. Log message: Service unavailable. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-12805,Repository Automation,Error,System Check,Failed authentication attempt detected,2026-05-27 03:25 PM,True,Security Risk,"Error incident detected on Repository Automation. Log message: Failed authentication attempt detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-11852,Dashboard Service,Critical,Repository,Merge conflict detected,2026-05-27 03:25 PM,True,Repository Issue,"Critical incident detected on Dashboard Service. Log message: Merge conflict detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-36842,Payment Service,Error,System Check,Failed authentication attempt detected,2026-05-27 03:25 PM,True,Security Risk,"Error incident detected on Payment Service. Log message: Failed authentication attempt detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-89625,Notification Service,Critical,Repository,Merge conflict detected,2026-05-27 03:25 PM,True,Repository Issue,"Critical incident detected on Notification Service. Log message: Merge conflict detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-88681,Auth API,Critical,Pipeline,Integration tests failed,2026-05-27 03:28 PM,True,Pipeline Failure,"Critical incident detected on Auth API. Log message: Integration tests failed. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-50269,Repository Automation,Error,Repository,Branch deleted successfully,2026-05-27 03:28 PM,True,Repository Issue,"Error incident detected on Repository Automation. Log message: Branch deleted successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-35293,Auth API,Critical,Pipeline,Pipeline failed at testing stage,2026-05-27 03:28 PM,True,Pipeline Failure,"Critical incident detected on Auth API. Log message: Pipeline failed at testing stage. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-48178,KYC Service,Critical,Repository,Pull request created,2026-05-27 03:28 PM,True,Repository Issue,"Critical incident detected on KYC Service. Log message: Pull request created. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-67966,Dashboard Service,Info,System Check,Security vulnerability found,2026-05-27 03:28 PM,True,Security Risk,"Info incident detected on Dashboard Service. Log message: Security vulnerability found. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-83333,Payment Service,Error,System Check,Service running normally,2026-05-27 03:28 PM,True,System Error,"Error incident detected on Payment Service. Log message: Service running normally. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-57929,CI/CD Pipeline,Critical,System Check,Database connection timeout,2026-05-27 03:28 PM,True,Database/Infrastructure Risk,"Critical incident detected on CI/CD Pipeline. Log message: Database connection timeout. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-66784,Notification Service,Info,Pipeline,Deployment rollback initiated,2026-05-27 03:28 PM,True,Pipeline Failure,"Info incident detected on Notification Service. Log message: Deployment rollback initiated. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-89728,Customer API,Error,Repository,Branch deleted successfully,2026-05-27 03:28 PM,True,Repository Issue,"Error incident detected on Customer API. Log message: Branch deleted successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-22898,Auth API,Warning,System Check,Database connection timeout,2026-05-27 03:28 PM,True,Database/Infrastructure Risk,"Warning incident detected on Auth API. Log message: Database connection timeout. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-49998,GitHub Actions,Critical,Repository,Code review requested changes,2026-05-27 03:28 PM,True,Repository Issue,"Critical incident detected on GitHub Actions. Log message: Code review requested changes. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-73101,Auth API,Critical,Repository,Code review requested changes,2026-05-27 03:28 PM,True,Repository Issue,"Critical incident detected on Auth API. Log message: Code review requested changes. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-12095,Notification Service,Info,Repository,Merge conflict detected,2026-05-27 03:28 PM,True,Repository Issue,"Info incident detected on Notification Service. Log message: Merge conflict detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-54243,Repository Automation,Critical,Repository,Merge conflict detected,2026-05-27 03:28 PM,True,Repository Issue,"Critical incident detected on Repository Automation. Log message: Merge conflict detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-53463,KYC Service,Info,Repository,Merge conflict detected,2026-05-27 03:28 PM,True,Repository Issue,"Info incident detected on KYC Service. Log message: Merge conflict detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-14247,CI/CD Pipeline,Error,System Check,Unusual request volume detected,2026-05-27 03:28 PM,True,Operational Risk,"Error incident detected on CI/CD Pipeline. Log message: Unusual request volume detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-14323,Notification Service,Error,System Check,Service unavailable,2026-05-27 03:28 PM,True,Operational Risk,"Error incident detected on Notification Service. Log message: Service unavailable. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-57359,Payment Service,Info,Pipeline,Integration tests failed,2026-05-27 03:28 PM,True,Pipeline Failure,"Info incident detected on Payment Service. Log message: Integration tests failed. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-38608,KYC Service,Error,System Check,Unusual request volume detected,2026-05-27 03:28 PM,True,Operational Risk,"Error incident detected on KYC Service. Log message: Unusual request volume detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-88624,Customer API,Critical,System Check,Security vulnerability found,2026-05-27 03:28 PM,True,Security Risk,"Critical incident detected on Customer API. Log message: Security vulnerability found. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-96186,Dashboard Service,Warning,Repository,Merge conflict detected,2026-05-27 03:28 PM,True,Repository Issue,"Warning incident detected on Dashboard Service. Log message: Merge conflict detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-47899,Auth API,Warning,System Check,Database connection timeout,2026-05-27 03:28 PM,True,Database/Infrastructure Risk,"Warning incident detected on Auth API. Log message: Database connection timeout. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-75185,Repository Automation,Info,Pipeline,Integration tests failed,2026-05-27 03:28 PM,True,Pipeline Failure,"Info incident detected on Repository Automation. Log message: Integration tests failed. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-28599,Repository Automation,Critical,System Check,Unusual request volume detected,2026-05-27 03:28 PM,True,Operational Risk,"Critical incident detected on Repository Automation. Log message: Unusual request volume detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-90702,KYC Service,Critical,Pipeline,Unit tests passed successfully,2026-05-27 03:28 PM,True,Pipeline Failure,"Critical incident detected on KYC Service. Log message: Unit tests passed successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-62144,CI/CD Pipeline,Error,System Check,Unusual request volume detected,2026-05-27 03:28 PM,True,Operational Risk,"Error incident detected on CI/CD Pipeline. Log message: Unusual request volume detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-75936,Notification Service,Error,System Check,Security vulnerability found,2026-05-27 03:28 PM,True,Security Risk,"Error incident detected on Notification Service. Log message: Security vulnerability found. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-92033,Payment Service,Error,Repository,Code review requested changes,2026-05-27 03:28 PM,True,Repository Issue,"Error incident detected on Payment Service. Log message: Code review requested changes. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-12456,Payment Service,Critical,Repository,Branch deleted successfully,2026-05-27 03:28 PM,True,Repository Issue,"Critical incident detected on Payment Service. Log message: Branch deleted successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-63697,KYC Service,Info,Pipeline,Integration tests failed,2026-05-27 03:28 PM,True,Pipeline Failure,"Info incident detected on KYC Service. Log message: Integration tests failed. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-76293,Notification Service,Error,System Check,Security vulnerability found,2026-05-27 03:28 PM,True,Security Risk,"Error incident detected on Notification Service. Log message: Security vulnerability found. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-76075,Auth API,Critical,System Check,Service running normally,2026-05-27 03:28 PM,True,System Error,"Critical incident detected on Auth API. Log message: Service running normally. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-46189,CI/CD Pipeline,Error,System Check,Unusual request volume detected,2026-05-27 03:38 PM,True,Operational Risk,"Error incident detected on CI/CD Pipeline. Log message: Unusual request volume detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-19603,Repository Automation,Warning,Repository,Merge conflict detected,2026-05-27 03:38 PM,True,Repository Issue,"Warning incident detected on Repository Automation. Log message: Merge conflict detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-21255,Notification Service,Warning,Pipeline,Pipeline failed at testing stage,2026-05-27 03:38 PM,True,Pipeline Failure,"Warning incident detected on Notification Service. Log message: Pipeline failed at testing stage. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-25491,CI/CD Pipeline,Error,Pipeline,Unit tests passed successfully,2026-05-27 03:38 PM,True,Pipeline Failure,"Error incident detected on CI/CD Pipeline. Log message: Unit tests passed successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-21857,GitHub Actions,Error,Repository,Pull request created,2026-05-27 03:38 PM,True,Repository Issue,"Error incident detected on GitHub Actions. Log message: Pull request created. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-14729,Repository Automation,Error,Pipeline,Pipeline deployment succeeded,2026-05-27 03:38 PM,True,Pipeline Failure,"Error incident detected on Repository Automation. Log message: Pipeline deployment succeeded. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-63531,Customer API,Critical,Repository,Pull request created,2026-05-27 03:38 PM,True,Repository Issue,"Critical incident detected on Customer API. Log message: Pull request created. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-34333,Payment Service,Error,System Check,Service response time increased,2026-05-27 03:38 PM,True,System Error,"Error incident detected on Payment Service. Log message: Service response time increased. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-91040,CI/CD Pipeline,Error,Repository,Code review requested changes,2026-05-27 03:38 PM,True,Repository Issue,"Error incident detected on CI/CD Pipeline. Log message: Code review requested changes. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-70238,CI/CD Pipeline,Critical,Repository,Merge conflict detected,2026-05-27 03:38 PM,True,Repository Issue,"Critical incident detected on CI/CD Pipeline. Log message: Merge conflict detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-92582,Dashboard Service,Critical,Repository,Branch deleted successfully,2026-05-27 03:38 PM,True,Repository Issue,"Critical incident detected on Dashboard Service. Log message: Branch deleted successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-65509,Customer API,Error,Pipeline,Unit tests passed successfully,2026-05-27 03:38 PM,True,Pipeline Failure,"Error incident detected on Customer API. Log message: Unit tests passed successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-32968,Payment Service,Error,System Check,Unusual request volume detected,2026-05-27 03:38 PM,True,Operational Risk,"Error incident detected on Payment Service. Log message: Unusual request volume detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-20712,GitHub Actions,Critical,Repository,Pull request created,2026-05-27 03:38 PM,True,Repository Issue,"Critical incident detected on GitHub Actions. Log message: Pull request created. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-24851,CI/CD Pipeline,Critical,Pipeline,Build triggered successfully,2026-05-27 03:38 PM,True,Pipeline Failure,"Critical incident detected on CI/CD Pipeline. Log message: Build triggered successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-83988,Repository Automation,Warning,Repository,Merge conflict detected,2026-05-27 03:38 PM,True,Repository Issue,"Warning incident detected on Repository Automation. Log message: Merge conflict detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-89520,Dashboard Service,Warning,System Check,Unusual request volume detected,2026-05-27 03:38 PM,True,Operational Risk,"Warning incident detected on Dashboard Service. Log message: Unusual request volume detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-81553,CI/CD Pipeline,Critical,Pipeline,Pipeline failed at testing stage,2026-05-27 03:38 PM,True,Pipeline Failure,"Critical incident detected on CI/CD Pipeline. Log message: Pipeline failed at testing stage. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-87417,Customer API,Critical,Pipeline,Pipeline failed at testing stage,2026-05-27 03:38 PM,True,Pipeline Failure,"Critical incident detected on Customer API. Log message: Pipeline failed at testing stage. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-67531,Repository Automation,Error,System Check,Deployment completed successfully,2026-05-27 03:38 PM,True,System Error,"Error incident detected on Repository Automation. Log message: Deployment completed successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-74567,Notification Service,Warning,Repository,Merge conflict detected,2026-05-27 03:38 PM,True,Repository Issue,"Warning incident detected on Notification Service. Log message: Merge conflict detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-53089,Auth API,Error,System Check,Service unavailable,2026-05-27 03:38 PM,True,Operational Risk,"Error incident detected on Auth API. Log message: Service unavailable. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-47045,Repository Automation,Critical,Pipeline,Pipeline deployment succeeded,2026-05-27 03:38 PM,True,Pipeline Failure,"Critical incident detected on Repository Automation. Log message: Pipeline deployment succeeded. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-80694,KYC Service,Info,System Check,Unusual request volume detected,2026-05-27 03:38 PM,True,Operational Risk,"Info incident detected on KYC Service. Log message: Unusual request volume detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-87193,CI/CD Pipeline,Critical,System Check,Failed authentication attempt detected,2026-05-27 03:38 PM,True,Security Risk,"Critical incident detected on CI/CD Pipeline. Log message: Failed authentication attempt detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-79395,Payment Service,Info,System Check,Service unavailable,2026-05-27 03:48 PM,True,Operational Risk,"Info incident detected on Payment Service. Log message: Service unavailable. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-73632,CI/CD Pipeline,Info,System Check,Failed authentication attempt detected,2026-05-27 03:48 PM,True,Security Risk,"Info incident detected on CI/CD Pipeline. Log message: Failed authentication attempt detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-37381,Repository Automation,Info,Pipeline,Pipeline failed at testing stage,2026-05-27 03:48 PM,True,Pipeline Failure,"Info incident detected on Repository Automation. Log message: Pipeline failed at testing stage. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-33215,GitHub Actions,Error,System Check,Database connection timeout,2026-05-27 03:48 PM,True,Database/Infrastructure Risk,"Error incident detected on GitHub Actions. Log message: Database connection timeout. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-39898,GitHub Actions,Critical,Repository,Branch deleted successfully,2026-05-27 03:48 PM,True,Repository Issue,"Critical incident detected on GitHub Actions. Log message: Branch deleted successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-39746,Notification Service,Warning,System Check,Security vulnerability found,2026-05-27 03:48 PM,True,Security Risk,"Warning incident detected on Notification Service. Log message: Security vulnerability found. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-48443,Dashboard Service,Critical,Pipeline,Integration tests failed,2026-05-27 03:48 PM,True,Pipeline Failure,"Critical incident detected on Dashboard Service. Log message: Integration tests failed. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-46956,GitHub Actions,Error,System Check,Deployment completed successfully,2026-05-27 03:48 PM,True,System Error,"Error incident detected on GitHub Actions. Log message: Deployment completed successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-81689,KYC Service,Error,Pipeline,Unit tests passed successfully,2026-05-27 03:48 PM,True,Pipeline Failure,"Error incident detected on KYC Service. Log message: Unit tests passed successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-41458,Dashboard Service,Error,Pipeline,Integration tests failed,2026-05-27 03:48 PM,True,Pipeline Failure,"Error incident detected on Dashboard Service. Log message: Integration tests failed. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-32342,CI/CD Pipeline,Error,Repository,Code review requested changes,2026-05-27 03:48 PM,True,Repository Issue,"Error incident detected on CI/CD Pipeline. Log message: Code review requested changes. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-36542,Customer API,Error,Repository,Code review passed,2026-05-27 03:48 PM,True,Repository Issue,"Error incident detected on Customer API. Log message: Code review passed. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-18429,Notification Service,Error,Pipeline,Deployment rollback initiated,2026-05-27 03:48 PM,True,Pipeline Failure,"Error incident detected on Notification Service. Log message: Deployment rollback initiated. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-20901,Auth API,Error,System Check,Security vulnerability found,2026-05-27 03:48 PM,True,Security Risk,"Error incident detected on Auth API. Log message: Security vulnerability found. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-67719,Notification Service,Error,System Check,Service response time increased,2026-05-27 03:48 PM,True,System Error,"Error incident detected on Notification Service. Log message: Service response time increased. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-18214,Dashboard Service,Error,Pipeline,Deployment rollback initiated,2026-05-27 03:48 PM,True,Pipeline Failure,"Error incident detected on Dashboard Service. Log message: Deployment rollback initiated. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Failed: SMTP_EMAIL is missing from .env
LOG-75328,KYC Service,Warning,System Check,Failed authentication attempt detected,2026-05-27 03:48 PM,True,Security Risk,"Warning incident detected on KYC Service. Log message: Failed authentication attempt detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-35257,CI/CD Pipeline,Error,Repository,Code review requested changes,2026-05-27 03:48 PM,True,Repository Issue,"Error incident detected on CI/CD Pipeline. Log message: Code review requested changes. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-71863,KYC Service,Info,System Check,Unusual request volume detected,2026-05-27 03:48 PM,True,Operational Risk,"Info incident detected on KYC Service. Log message: Unusual request volume detected. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-77070,Payment Service,Warning,Pipeline,Deployment rollback initiated,2026-05-27 03:48 PM,True,Pipeline Failure,"Warning incident detected on Payment Service. Log message: Deployment rollback initiated. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-43074,KYC Service,Info,System Check,Service unavailable,2026-05-27 03:48 PM,True,Operational Risk,"Info incident detected on KYC Service. Log message: Service unavailable. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-95547,KYC Service,Error,System Check,Service response time increased,2026-05-27 03:48 PM,True,System Error,"Error incident detected on KYC Service. Log message: Service response time increased. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-86802,Customer API,Error,Pipeline,Deployment rollback initiated,2026-05-27 03:48 PM,True,Pipeline Failure,"Error incident detected on Customer API. Log message: Deployment rollback initiated. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-75392,Notification Service,Critical,System Check,Service running normally,2026-05-27 03:48 PM,True,System Error,"Critical incident detected on Notification Service. Log message: Service running normally. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-37096,Payment Service,Error,Pipeline,Build triggered successfully,2026-05-27 03:48 PM,True,Pipeline Failure,"Error incident detected on Payment Service. Log message: Build triggered successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-45965,Auth API,Error,Pipeline,Deployment rollback initiated,2026-05-27 03:48 PM,True,Pipeline Failure,"Error incident detected on Auth API. Log message: Deployment rollback initiated. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-94444,GitHub Actions,Info,System Check,Service unavailable,2026-05-27 03:48 PM,True,Operational Risk,"Info incident detected on GitHub Actions. Log message: Service unavailable. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-63216,GitHub Actions,Error,Repository,Branch deleted successfully,2026-05-27 03:48 PM,True,Repository Issue,"Error incident detected on GitHub Actions. Log message: Branch deleted successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-20776,KYC Service,Critical,Pipeline,Pipeline failed at testing stage,2026-05-27 03:48 PM,True,Pipeline Failure,"Critical incident detected on KYC Service. Log message: Pipeline failed at testing stage. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Critical Alert,True,Email + Teams,Failed: SMTP_EMAIL is missing from .env
LOG-43001,Customer API,Error,Repository,Code review requested changes,2026-05-27 03:48 PM,True,Repository Issue,"Error incident detected on Customer API. Log message: Code review requested changes. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-60377,Dashboard Service,Error,System Check,Deployment completed successfully,2026-05-27 03:57 PM,True,System Error,"Error incident detected on Dashboard Service. Log message: Deployment completed successfully. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
LOG-47617,Dashboard Service,Warning,Pipeline,Pipeline failed at testing stage,2026-05-27 03:57 PM,True,Pipeline Failure,"Warning incident detected on Dashboard Service. Log message: Pipeline failed at testing stage. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",Medium Alert,False,Dashboard,Pending
LOG-71483,Dashboard Service,Error,Repository,Code review requested changes,2026-05-27 03:57 PM,True,Repository Issue,"Error incident detected on Dashboard Service. Log message: Code review requested changes. Recommended action: investigate service health, logs, recent deployments, database connectivity, and security activity.",High Alert,True,Email,Pending
